Model,Price,Rating,Generation,Core,Ram,SSD,Display,Graphics,OS,Warranty,RAM_Size,SSD_Size
MSI Cyborg 15 AI A1VEK-050IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),107990,68.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),99990,66.0,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),114990,69.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Raider GE78 HX 14VHG-805IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),299990,61.75651041666666,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,"17 inches, 2560 x 1600 pixels",12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,2 Year Warranty,32,1024.0
MSI Commercial 14 H A13MG vPro-065IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/Win11),109990,69.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR4 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,3 Year Warranty,32,1024.0
MSI Thin A15 AI B7UCX-068IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,2 Year Warranty,16,512.0
MSI Thin A15 AI B7UC-067IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71990,70.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2 Year Warranty,16,512.0
MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),81990,71.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,16,512.0
MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),91990,73.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),249990,61.75651041666666,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,32,1024.0
MSI Vector 17 HX A14VHG-806IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),279990,61.75651041666666,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,"17 inches, 2560 x 1600 pixels",12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,2 Year Warranty,32,1024.0
Chuwi HeroBook Plus Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),18990,61.75651041666666,Intel ‎Celeron N4020,"Dual Core, 2 Threads",8 GB DDR3 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel HD Graphics,Windows 11 OS,1 Year Warranty,8,256.0
HP Omen 16-wf0179TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),105990,72.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,"16.1 inches, 2560 x 1440 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,16,1024.0
Infinix INBook X2 Slim XL23 Series Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),32990,52.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,8,512.0
Asus Vivobook S15 OLED S5504VA-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),110709,66.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 2880 x 1620 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
MSI Modern 15 C13M-080IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),69990,61.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
MSI Modern 15 C13M-079IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),79990,66.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
MSI Modern 15 C13M-081IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59990,57.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
Chuwi GemiBook Plus CWI620 Laptop (Intel Celeron N100/ 8GB/ 256GB SSD/ Win11 Home),21990,61.75651041666666,12th Gen Intel Celeron N100,"Quad Core, 4 Threads",8 GB LPDDR5 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,Windows 11 OS,1 Year Warranty,8,256.0
HP Pavilion Plus 14-ew0116TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),70490,57.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5x RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
MSI Commercial 14 H A13MG-070IN Laptop (13th Gen Core i7/ 16 GB/ 1TB SSD/Win11 Home),97990,64.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,3 Year Warranty,16,1024.0
MSI Stealth 16 AI Studio A1VFG-058IN Gaming Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990,61.75651041666666,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,32,1024.0
MSI Modern 14 D13MG-073IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58990,56.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
MSI Prestige 16 AI Studio B1VFG 2024 Laptop ( Intel Core Ultra 9/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),189990,61.75651041666666,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,32,1024.0
Lenovo LOQ 15IRH8 82XV00LTIN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73882,68.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Slim 3 82H803W7IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35500,61.75651041666666,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Dell Inspiron 5620 ICC-C783534WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",Intel Integrated,Windows 11 OS,1 Year Warranty,16,512.0
MSI Prestige 16 AI Studio B1VFG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),169990,61.75651041666666,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,32,1024.0
MSI Modern 14 D13MG-071IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),78990,66.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
MSI Modern 14 D13MG-072IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),68990,60.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
MSI Prestige 16 AI Evo  B1MG Laptop ( Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),119990,70.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 2561 x 1600 pixels",Intel Integrated Arc,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Prestige 13 AI Evo A1MG 2024 Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),114990,69.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5 RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Arc Graphics,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Prestige 13 AI Evo A1MG Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),99990,66.0,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5 RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Arc Graphics,Windows 11 OS,2 Year Warranty,16,1024.0
MSI Prestige 16 AI Studio B1VEG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graphics),159990,61.75651041666666,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2 Year Warranty,32,1024.0
Asus ROG Strix SCAR 16 2024 G634JZR-CM932WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),289990,61.75651041666666,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,1 Year Warranty,32,1024.0
Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990,63.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR6 RAM,512 GB SSD,"17.3 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,16,512.0
HP Pavilion 15-eh1147AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 1TB SSD/ Win11 Home),60490,63.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon,Windows 11 OS,1 Year Warranty,16,1024.0
Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),102900,63.0,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
Dell Vostro 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),39990,52.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),73990,55.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo Thinkbook 15 21DJA0FGIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),55990,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),79990,55.0,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Arc Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
HP 14-ew0153TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),97990,60.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels",Intel Integrated Intel Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
Acer Swift Go 14 SFG14-72T Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),79799,56.0,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated ARC Graphics,Windows 11 OS,1 Year Warranty,16,512.0
HP Spectre x360 16-aa0664TX Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),195990,61.75651041666666,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty,32,1024.0
Chuwi Ubook X Laptop (10th Gen Core i3/ 12GB/ 512GB SSD/ Win11),39990,61.75651041666666,10th Gen Intel Core i5 10210Y,"Quad Core, 8 Threads",12 GB LPDDR3 RAM,512 GB SSD,"12 inches, 2160 x 1440 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,12,512.0
HP Pavilion 15-eh1047AU Laptop (Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11 Home),55990,62.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),38249,57.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),115999,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"16.1 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty,16,1024.0
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),52990,54.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),101990,69.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,16,1024.0
Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990,57.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo Yoga Slim 6 14IRH8 83E00014IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),91990,57.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,1024.0
Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),28190,61.75651041666666,Intel Pentium N100,"Quad Core, 4 Threads",4 GB LPDDR4X RAM,128 GB Hard Disk,"14 inches, 1366 x 768 pixels",Intel UHD Graphics,Chrome OS,1 Year Warranty,4,128.0
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),15990,61.75651041666666,MediaTek Kompanio 520 Kompanio 520,Octa Core,4 GB LPDDR4X RAM,128 GB Hard Disk,"14 inches, 1366 x 768 pixels",Arm Mali G52 MC2 2EE Graphics,Chrome OS,1 Year Warranty,4,128.0
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),17990,61.75651041666666,MediaTek Kompanio 520 Kompanio 520,Octa Core,8 GB LPDDR4X RAM,128 GB Hard Disk,"14 inches, 1366 x 768 pixels",Arm Mali G52 MC2 2EE Graphics,Chrome OS,1 Year Warranty,8,128.0
Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),84990,66.0,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Slim 3 83EM0026IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),59390,54.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),99990,65.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty,16,512.0
HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),58500,61.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo ThinkBook 14 21KG00AFIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),43990,59.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,59.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"17 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,8,512.0
HP 15s-fr5010TU Laptop (12th Gen Core i5/8GB/ 512GB SSD/ Win11 Home),52500,55.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),26990,61.75651041666666,MediaTek Kompanio Kompanio 520,Octa Core,8 GB LPDDR4X RAM,128 GB Hard Disk,"14 inches, 1920 x 1080 pixels, Touch Screen",Arm Mali G52 MC2 2EE,Chrome OS,1 Year Warranty,8,128.0
Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59990,57.0,12th Gen intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB Intel Integrated ARC A530M,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),49990,55.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo ThinkBook 15 G5 21JFA016IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512 GB SSD/ Win11),52990,66.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),39990,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,8,512.0
HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),174490,61.75651041666666,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,2 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS,1 Year Warranty,32,1024.0
Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),49199,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),159990,75.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS,1 Year Warranty,32,1024.0
HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),159990,75.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels, Touch Screen",Intel Arc Graphics,Windows 11 OS,1 Year Warranty,32,1024.0
